,sentence,label
1000,I love this movie!,1
1001,This movie is terrible.,0
1002,The food at this restaurant is amazing.,1
1003,I can't stand the service here.,0
1004,Such a beautiful day!,1
1005,I'm so disappointed with the product.,0
1006,The staff were rude and unhelpful.,0
1007,I had a great experience at the concert.,1
1008,Absolutely awful experience.,0
1009,The book was captivating and inspiring.,1
1010,The acting in the play was superb!,1
1011,I hated every moment of it.,0
1012,The hotel room was dirty and smelled bad.,0
1013,The music was fantastic!,1
1014,I couldn't wait to leave.,0
1015,The customer service was excellent.,1
1016,The weather ruined our plans.,0
1017,The atmosphere was cozy and inviting.,1
1018,I felt so welcome.,1
1019,The traffic was unbearable.,0
1020,The view from the top was breathtaking.,1
1021,The wait was too long.,0
1022,The staff went above and beyond to help.,1
1023,I won't be coming back.,0
1024,The beach was crowded and noisy.,0
1025,I had a blast!,1
1026,The presentation was dull and uninspiring.,0
1027,I'm so glad I went.,1
1028,The price was outrageous.,0
1029,The movie kept me on the edge of my seat!,1
1030,I wasted my money.,0
1031,The food was delicious.,1
1032,The service was slow and unfriendly.,0
1033,I had a wonderful time.,1
1034,I regret going.,0
1035,The show was spectacular!,1
1036,The venue was cramped and uncomfortable.,0
1037,I highly recommend it.,1
1038,The wait staff was rude.,0
1039,The play was boring and predictable.,0
1040,I enjoyed every moment of it.,1
1041,The museum was fascinating.,1
1042,I couldn't wait to leave.,0
1043,The concert was electrifying!,1
1044,The hotel was a disaster.,0
1045,The party was a lot of fun.,1
1046,The food was disappointing.,0
1047,The staff were helpful and friendly.,1
1048,The event was poorly organized.,0
1049,The movie was amazing!,1
1050,I wish I had never gone.,0
1051,The food was tasteless.,0
1052,The staff were attentive and courteous.,1
1053,I had a fantastic time.,1
1054,The service was atrocious.,0
1055,I couldn't stop smiling.,1
1056,The play was a waste of time.,0
1057,The performance was breathtaking.,1
1058,I was bored to tears.,0
1059,The restaurant was a delight.,1
1060,The service was exceptional.,1
1061,I felt ignored.,0
1062,The band was incredible!,1
1063,I'll never forget it.,1
1064,The food was overcooked.,0
1065,The staff were unhelpful and dismissive.,0
1066,I was blown away.,1
1067,The service was top-notch.,1
1068,The play was captivating and moving.,1
1069,I was thoroughly disappointed.,0
1070,The food was disgusting.,0
1071,The staff were rude and disrespectful.,0
1072,I had a great time!,1
1073,The experience was unforgettable.,1
1074,I wouldn't recommend it.,0
1075,The meal was delicious.,1
1076,The service was slow and inefficient.,0
1077,I'm glad I went.,1
1078,The movie was a letdown.,0
1079,The service was outstanding.,1
1080,I wish I had stayed home.,0
1081,The food was incredible!,1
1082,The service was terrible.,0
1083,I had a wonderful experience.,1
1084,The show was a hit!,1
1085,The food was mediocre.,0
1086,I was pleasantly surprised.,1
1087,The service was appalling.,0
1088,I was blown away by the performance!,1
1089,I'll never go back.,0
1090,The food was disappointing.,0
1091,The service was excellent.,1
1092,I had a great time!,1
1093,The play was a masterpiece!,1
1094,I've never been so disappointed.,0
1095,The food was divine!,1
1096,The service was subpar.,0
1097,I was mesmerized by the music.,1
1098,The food was terrible.,0
1099,The staff were friendly and helpful.,1
1100,I had a fantastic time.,1
1101,The movie was captivating.,1
1102,I couldn't wait to leave.,0
1103,The food was exquisite.,1
1104,The service was slow.,0
1105,I had a great time!,1
1106,The experience was unforgettable.,1
1107,The food was bland and tasteless.,0
1108,The staff were attentive and polite.,1
1109,I was disappointed with the service.,0
1110,The concert was amazing!,1
1111,The food was delicious.,1
1112,The service was poor.,0
1113,I had a wonderful time.,1
1114,The play was dull and uninspired.,0
1115,I'll definitely go back.,1
1116,The food was tasty and well-prepared.,1
1117,The service was terrible.,0
1118,I had a blast!,1
1119,The experience was incredible.,1
1120,The food was awful.,0
1121,The service was excellent.,1
1122,The concert was outstanding!,1
1123,I regret going.,0
1124,The food was amazing.,1
1125,The service was atrocious.,0
1126,I'll never forget it.,1
1127,The food was good.,1
1128,The service was slow and rude.,0
1129,I had a great experience.,1
1130,The concert was electrifying!,1
1131,I love this product!,1
1132,This movie made me cry.,0
1133,The staff at the restaurant were rude.,0
1134,The customer service was excellent.,1
1135,The weather ruined our plans.,0
1136,The food was delicious.,1
1137,I had a fantastic experience.,1
1138,The performance was outstanding!,1
1139,The product was disappointing.,0
1140,I had a terrible time at the event.,0
1141,The staff were helpful and friendly.,1
1142,The concert was electrifying!,1
1143,I couldn't wait to leave.,0
1144,The service was slow and inefficient.,0
1145,I highly recommend this book.,1
1146,The food was overpriced.,0
1147,The movie was captivating.,1
1148,I'm never coming back here.,0
1149,The hotel room was dirty.,0
1150,The show was boring.,0
1151,I enjoyed every moment of it.,1
1152,The food was tasteless.,0
1153,The staff were dismissive.,0
1154,I had a blast!,1
1155,The music was too loud.,0
1156,The play was well-acted.,1
1157,The food was undercooked.,0
1158,I had an amazing time.,1
1159,The service was exceptional.,1
1160,The experience was unforgettable.,1
1161,The movie was terrible.,0
1162,I was blown away by the performance!,1
1163,The food was exquisite.,1
1164,The customer service was terrible.,0
1165,I'll definitely go back.,1
1166,The atmosphere was cozy.,1
1167,I regret going there.,0
1168,The staff were unprofessional.,0
1169,The food was delicious.,1
1170,The service was slow.,0
1171,I had a great time.,1
1172,The movie was amazing!,1
1173,I won't be going there again.,0
1174,The food was bland.,0
1175,The play was phenomenal!,1
1176,The service was atrocious.,0
1177,I had a wonderful experience.,1
1178,The weather was perfect.,1
1179,I was disappointed with the service.,0
1180,The food was exceptional.,1
1181,The staff were rude.,0
1182,The concert was disappointing.,0
1183,I couldn't stop laughing.,1
1184,The food was mediocre.,0
1185,The service was impeccable.,1
1186,I was pleasantly surprised.,1
1187,The movie was a letdown.,0
1188,I had a fantastic time.,1
1189,The staff were attentive.,1
1190,I regret wasting my money.,0
1191,The atmosphere was lively.,1
1192,I had a horrible experience.,0
1193,The food was tasty.,1
1194,The customer service was outstanding.,1
1195,I had an awful time.,0
1196,The show was a hit!,1
1197,The service was slow and rude.,0
1198,I thoroughly enjoyed it.,1
1199,The food was terrible.,0
1200,I had a blast!,1
1201,The play was boring.,0
1202,The staff were helpful.,1
1203,I'll never go back.,0
1204,The concert was amazing.,1
1205,The service was slow.,0
1206,I had a great time.,1
1207,The movie was boring.,0
1208,The food was delicious.,1
1209,I regret going there.,0
1210,The experience was unforgettable.,1
1211,I was disappointed.,0
1212,The food was amazing.,1
1213,The service was excellent.,1
1214,I had a wonderful time.,1
1215,The movie was captivating.,1
1216,I won't be returning.,0
1217,The food was disappointing.,0
1218,I enjoyed every moment.,1
1219,The staff were friendly.,1
1220,I had an awful experience.,0
1221,The performance was spectacular!,1
1222,I had a terrible time.,0
1223,The food was divine!,1
1224,The service was terrible.,0
1225,I had a fantastic experience.,1
1226,The play was enthralling.,1
1227,I wish I had never gone.,0
1228,The food was good.,1
1229,The service was poor.,0
1230,I'll definitely go back.,1
1231,The atmosphere was amazing.,1
1232,I regret wasting my time.,0
1233,The staff were unhelpful.,0
1234,I had a great time!,1
1235,This movie is terrible,0
1236,I hated the acting,0
1237,The plot was boring,0
1238,The film was awful,0
1239,This movie is fantastic,1
1240,I loved the performances,1
1241,The storyline was captivating,1
1242,The film was amazing,1
1243,The acting was mediocre,0
1244,The plot lacked depth,0
1245,I enjoyed every moment,1
1246,The movie made me cry,1
1247,The ending was disappointing,0
1248,The characters were poorly developed,0
1249,I couldn't stop laughing,1
1250,The direction was superb,1
1251,I was impressed by the cinematography,1
1252,The screenplay was weak,0
1253,The dialogue felt forced,0
1254,I was on the edge of my seat,1
1255,The special effects were breathtaking,1
1256,The pacing was too slow,0
1257,I was completely engrossed,1
1258,The soundtrack was forgettable,0
1259,The movie exceeded my expectations,1
1260,The acting felt wooden,0
1261,The story was predictable,0
1262,I was deeply moved,1
1263,The movie left me feeling cold,0
1264,The performances were outstanding,1
1265,I was blown away by the visuals,1
1266,The acting was superb,1
1267,The plot was confusing,0
1268,I was on the edge of my seat,1
1269,The dialogue was cheesy,0
1270,I loved every minute of it,1
1271,The characters were well-developed,1
1272,The special effects were lackluster,0
1273,I couldn't stop smiling,1
1274,The pacing was perfect,1
1275,The ending was predictable,0
1276,The cinematography was stunning,1
1277,The screenplay was terrible,0
1278,I was completely engrossed,1
1279,The music was too loud,0
1280,I was moved to tears,1
1281,The story was engaging,1
1282,The acting felt forced,0
1283,The direction was uninspired,0
1284,I was blown away by the performances,1
1285,The film left me feeling empty,0
1286,The acting was phenomenal,1
1287,The plot twist was unexpected,1
1288,I couldn't stand the lead actor,0
1289,The dialogue was witty,1
1290,The special effects were groundbreaking,1
1291,The pacing was too slow,0
1292,I was captivated from start to finish,1
1293,The characters were one-dimensional,0
1294,The cinematography was breathtaking,1
1295,I couldn't follow the storyline,0
1296,The movie made me laugh out loud,1
1297,The ending was unsatisfying,0
1298,I was deeply moved by the story,1
1299,The acting was wooden,0
1300,The soundtrack was forgettable,0
1301,The direction was masterful,1
1302,The film left me feeling disappointed,0
1303,I was on the edge of my seat,1
1304,The screenplay was poorly written,0
1305,The visuals were stunning,1
1306,The acting was brilliant,1
1307,The plot was predictable,0
1308,I was completely immersed,1
1309,The dialogue was uninspired,0
1310,The characters were well-developed,1
1311,The special effects were breathtaking,1
1312,I couldn't stop laughing,1
1313,The pacing was too slow,0
1314,The ending was satisfying,1
1315,The cinematography was stunning,1
1316,The screenplay was poorly written,0
1317,I was moved to tears,1
1318,The music was captivating,1
1319,The story was engaging,1
1320,The acting felt forced,0
1321,The direction was lackluster,0
1322,I was blown away by the performances,1
1323,The film left me feeling empty,0
1324,The visuals were impressive,1
1325,The dialogue was cringe-worthy,0
1326,The product exceeded my expectations,1
1327,The customer service was terrible,0
1328,I would highly recommend this company,1
1329,The delivery was delayed,0
1330,The quality of the product was outstanding,1
1331,The website was easy to navigate,1
1332,I received excellent support from the staff,1
1333,The packaging was damaged,0
1334,I'm very satisfied with my purchase,1
1335,The product didn't match the description,0
1336,The return process was smooth,1
1337,The price was too high for the value,0
1338,I encountered several issues with the product,0
1339,The company responded promptly to my inquiries,1
1340,The product arrived in perfect condition,1
1341,The shipping costs were excessive,0
1342,I had a positive shopping experience overall,1
1343,The product was exactly what I needed,1
1344,The product broke after just a few uses,0
1345,The company offers great value for money,1
1346,The service was slow and unprofessional,0
1347,I would definitely eat here again,1
1348,The portion sizes were too small,0
1349,The atmosphere was cozy and inviting,1
1350,The waiter got my order wrong multiple times,0
1351,The prices were reasonable for the quality,1
1352,The restaurant was clean and well-maintained,1
1353,I had a terrible dining experience,0
1354,The chef's special was disappointing,0
1355,The staff were friendly and attentive,1
1356,The restaurant had a great selection of wines,1
1357,The dessert menu was uninspired,0
1358,I enjoyed every dish I tried,1
1359,The restaurant was overcrowded and noisy,0
1360,The menu had a good variety of options,1
1361,The waiter was rude and dismissive,0
1362,The ambience was perfect for a romantic dinner,1
1363,The food tasted bland and unseasoned,0
1364,The restaurant had a unique and creative menu,1
1365,The novel was thought-provoking and insightful,1
1366,The writing style was dry and uninspiring,0
1367,I couldn't put the book down until I finished it,1
1368,The plot was weak and poorly developed,0
1369,The author's descriptions painted vivid images in my mind,1
1370,The book lacked depth and substance,0
1371,I was emotionally invested in the characters' journeys,1
1372,The pacing was too fast and rushed,0
1373,The book left me feeling uplifted and inspired,1
1374,The dialogue felt stilted and unnatural,0
1375,The twists and turns kept me guessing until the end,1
1376,The ending was abrupt and unsatisfying,0
1377,I learned a lot from reading this book,1
1378,The prose was eloquent and beautifully crafted,1
1379,I struggled to connect with the protagonist,0
1380,The themes explored in the book were relevant and timely,1
1381,The book was a tedious slog to get through,0
1382,The author's unique voice shone through in every page,1
1383,I would recommend this book to anyone looking for a great read,1
1384,The product exceeded my expectations and I would highly recommend it,1
1385,I was disappointed with the quality of the product,0
1386,This product is a game-changer and has greatly improved my life,1
1387,The product arrived damaged and I am very unsatisfied,0
1388,I've been using this product for weeks and it's been a lifesaver,1
1389,The product did not work as advertised and was a waste of money,0
1390,I love everything about this product and will definitely purchase again,1
1391,The customer service for this product was terrible and I will not be buying again,0
1392,This product is a must-have for anyone looking to streamline their workflow,1
1393,The product was poorly made and fell apart after just a few uses,0
1394,I've recommended this product to all my friends and family,1
1395,I regret purchasing this product as it did not meet my expectations,0
1396,The food at this restaurant was delicious and I can't wait to go back,1
1397,The service was slow and the waitstaff were rude,0
1398,I had a wonderful dining experience and would highly recommend this restaurant,1
1399,The portions were small and overpriced,0
1400,The ambiance of the restaurant was cozy and inviting,1
1401,The food was bland and tasteless,0
1402,I will definitely be returning to this restaurant in the future,1
1403,The restaurant was dirty and poorly maintained,0
1404,The chef's specials were innovative and flavorful,1
1405,The restaurant was understaffed and the service suffered as a result,0
1406,The desserts were decadent and the perfect end to the meal,1
1407,The restaurant had a limited menu with few options,0
1408,"I absolutely loved the service, it was fantastic!",1
1409,"I was terribly disappointed by the movie.",0
1410,"Everything about the restaurant was incredible and exceeded expectations.",1
1411,"Worst experience ever with the product, I do not recommend it.",0
1412,"I had a wonderful experience with the event.",1
1413,"Very unsatisfied with the delivery, it was a total letdown.",0
1414,"Highly recommend the book because of the excellent quality.",1
1415,"Unfortunately, the play did not meet my expectations at all.",0
1416,"The service at the concert was outstanding and very attentive.",1
1417,"I had a bad experience with the show and won't be using it again.",0
1418,"Delightful experience, the meal did a great job.",1
1419,"Not worth the money or time, the service was a disappointment.",0
1420,"I'm so pleased with the restaurant, it's perfect in every way!",1
1421,"Regret choosing the product, it was a poor decision.",0
1422,"Definitely a five-star rating for the movie, well deserved!",1
1423,"I found the concert to be below average and unsatisfactory.",0
1424,"Such a great book, it made my day!",1
1425,"Quite unhappy with the play, it failed on multiple levels.",0
1426,"I couldn't ask for more, the event was perfect.",1
1427,"Disliked the show, it was far from what I expected.",0
1428,"I love the Pho and the spring rolls oh so yummy you have to try.",1
1429,"The poor batter to meat ratio made the chicken tenders very unsatisfying.",0
1430,"All I have to say is the food was amazing!!!",1
1431,"Omelets are to die for!",1
1432,"Everything was fresh and delicious!",1
1433,"In summary, this was a largely disappointing dining experience.",0
1434,"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",1
1435,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0
1436,"Best breakfast buffet!!!",1
1437,"say bye bye to your tip lady!",0
1438,"We'll never go again.",0
1439,"Will be back again!",1
1440,"Food arrived quickly!",1
1441,"It was not good.",0
1442,"On the up side, their cafe serves really good food.",1
1443,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1
1444,"The only good thing was our waiter, he was very helpful and kept the bloody mary's coming.",1
1445,"Best Buffet in town, for the price you cannot beat it.",1
1446,"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1
1447,"This is one of the better buffets that I have been to.",1
1448,"So we went to Tigerlily and had a fantastic afternoon!",1
1449,"The food was delicious, our bartender was attentive and personable AND we got a great deal!",1
1450,"The ambience is wonderful and there is music playing.",1
1451,"Will go back next trip out.",1
1452,"Sooooo good!!",1
1453,"REAL sushi lovers, let's be honest - Yama is not that good.",0
1454,"At least 40min passed in between us ordering and the food arriving, and it wasn't that busy.",0
1455,"This is a really fantastic Thai restaurant which is definitely worth a visit.",1
1456,"Nice, spicy and tender.",1
1457,"Good prices.",1
1458,"Check it out.",1
1459,"It was pretty gross!",0
1460,"I've had better atmosphere.",0
1461,"Kind of hard to mess up a steak but they did.",0
1462,"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.",0
1463,"I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.",0
1464,"Worst service to boot, but that is the least of their worries.",0
1465,"Service was fine and the waitress was friendly.",1
1466,"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",1
1467,"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",1
1468,"Host staff were, for lack of a better word, BITCHES!",0
1469,"Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...",0
1470,"Phenomenal food, service and ambiance.",1
1471,"I wouldn't return.",0
1472,"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",1
1473,"This place is way too overpriced for mediocre food.",0
1474,"Penne vodka excellent!",1
1475,"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.",1
1476,"The management is rude.",0
1477,"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",1
1478,"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",1
1479,"I had a seriously solid breakfast here.",1
1480,"The poor service at the waiter made me feel like I was stupid every time he came to the table.",0
1481,"My first visit to Hiro was a delight!",1
1482,"Service sucks.",0
1483,"The shrimp were tender and moist.",1
1484,"There is not a deal good enough that would drag me into that establishment again.",0
1485,"Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.",0
1486,"On a positive note, our server was very attentive and provided great service.",1
1487,"Frozen pucks of disgust, with some of the worst people behind the register.",0
1488,"The only thing I did like was the prime rib and dessert section.",1
1489,"It's too bad the food is so damn generic.",0
1490,"The burger is good beef, cooked just right.",1
1491,"If you want a sandwich just go to any Firehouse!!!!!",1
1492,"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.",1
1493,"We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.",1
1494,"He came running after us when he realized my husband had left his sunglasses on the table.",1
1495,"Their chow mein is so good!",1
1496,"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0
1497,"The portion was huge!",1
1498,"Loved it...friendly servers, great food, wonderful and imaginative menu.",1
1499,"The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.",0
1500,"Not much seafood and like 5 strings of pasta at the bottom.",0
1501,"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.",1
1502,"The ripped banana was not only ripped, but petrified and tasteless.",0
1503,"At least think to refill my water before I struggle to wave you over for 10 minutes.",0
1504,"This place receives stars for their APPETIZERS!!!",1
1505,"The cocktails are all handmade and delicious.",1
1506,"We'd definitely go back here again.",1
1507,"We are so glad we found this place.",1
1508,"Great food and service, huge portions and they give a military discount.",1
1509,"Always a great time at Dos Gringos!",1
1510,"Update.....went back for a second time and it was still just as amazing",1
1511,"We got the food and apparently they have never heard of salt and the batter on the fish was chewy.",0
1512,"A great way to finish a great.",1
1513,"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",1
1514,"The service was meh.",0
1515,"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0
1516,"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.",0
1517,"The scallop dish is quite appalling for value as well.",0
1518,"2 times - Very Bad Customer Service !",0
1519,"The sweet potato fries were very good and seasoned well.",1
1520,"Today is the second time I've been to their lunch buffet and it was pretty good.",1
1521,"There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.",0
1522,"Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.",0
1523,"walked in and the place smelled like an old grease trap and only 2 others there eating.",0
1524,"The turkey and roast beef were bland.",0
1525,"This place has it!",1
1526,"The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.",0
1527,"I love the Pho and the spring rolls oh so yummy you have to try.",1
1528,"The poor batter to meat ratio made the chicken tenders very unsatisfying.",0
1529,"All I have to say is the food was amazing!!!",1
1530,"Omelets are to die for!",1
1531,"Everything was fresh and delicious!",1
1532,"In summary, this was a largely disappointing dining experience.",0
1533,"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",1
1534,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0
1535,"Best breakfast buffet!!!",1
1536,"say bye bye to your tip lady!",0
1537,"We'll never go again.",0
1538,"Will be back again!",1
1539,"Food arrived quickly!",1
1540,"It was not good.",0
1541,"On the up side, their cafe serves really good food.",1
1542,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1
1543,"The only good thing was our waiter, he was very helpful and kept the bloody mary's coming.",1
1544,"Best Buffet in town, for the price you cannot beat it.",1
1545,"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1
1546,"This is one of the better buffets that I have been to.",1
1547,"So we went to Tigerlily and had a fantastic afternoon!",1
1548,"The food was delicious, our bartender was attentive and personable AND we got a great deal!",1
1549,"The ambience is wonderful and there is music playing.",1
1550,"Will go back next trip out.",1
1551,"Sooooo good!!",1
1552,"REAL sushi lovers, let's be honest - Yama is not that good.",0
1553,"At least 40min passed in between us ordering and the food arriving, and it wasn't that busy.",0
1554,"This is a really fantastic Thai restaurant which is definitely worth a visit.",1
1555,"Nice, spicy and tender.",1
1556,"Good prices.",1
1557,"Check it out.",1
1558,"It was pretty gross!",0
1559,"I've had better atmosphere.",0
1560,"Kind of hard to mess up a steak but they did.",0
1561,"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.",0
1562,"I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.",0
1563,"Worst service to boot, but that is the least of their worries.",0
1564,"Service was fine and the waitress was friendly.",1
1565,"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",1
1566,"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",1
1567,"Host staff were, for lack of a better word, BITCHES!",0
1568,"Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...",0
1569,"Phenomenal food, service and ambiance.",1
1570,"I wouldn't return.",0
1571,"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",1
1572,"This place is way too overpriced for mediocre food.",0
1573,"Penne vodka excellent!",1
1574,"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.",1
1575,"The management is rude.",0
1576,"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",1
1577,"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",1
1578,"I had a seriously solid breakfast here.",1
1579,"The poor service at the waiter made me feel like I was stupid every time he came to the table.",0
1580,"My first visit to Hiro was a delight!",1
1581,"Service sucks.",0
1582,"The shrimp were tender and moist.",1
1583,"There is not a deal good enough that would drag me into that establishment again.",0
1584,"Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.",0
1585,"On a positive note, our server was very attentive and provided great service.",1
1586,"Frozen pucks of disgust, with some of the worst people behind the register.",0
1587,"The only thing I did like was the prime rib and dessert section.",1
1588,"It's too bad the food is so damn generic.",0
1589,"The burger is good beef, cooked just right.",1
1590,"If you want a sandwich just go to any Firehouse!!!!!",1
1591,"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.",1
1592,"We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.",1
1593,"He came running after us when he realized my husband had left his sunglasses on the table.",1
1594,"Their chow mein is so good!",1
1595,"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0
1596,"The portion was huge!",1
1597,"Loved it...friendly servers, great food, wonderful and imaginative menu.",1
1598,"The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.",0
1599,"Not much seafood and like 5 strings of pasta at the bottom.",0
1600,"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.",1
1601,"The ripped banana was not only ripped, but petrified and tasteless.",0
1602,"At least think to refill my water before I struggle to wave you over for 10 minutes.",0
1603,"This place receives stars for their APPETIZERS!!!",1
1604,"The cocktails are all handmade and delicious.",1
1605,"We'd definitely go back here again.",1
1606,"We are so glad we found this place.",1
1607,"Great food and service, huge portions and they give a military discount.",1
1608,"Always a great time at Dos Gringos!",1
1609,"Update.....went back for a second time and it was still just as amazing",1
1610,"We got the food and apparently they have never heard of salt and the batter on the fish was chewy.",0
1611,"A great way to finish a great.",1
1612,"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",1
1613,"The service was meh.",0
1614,"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0
1615,"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.",0
1616,"The scallop dish is quite appalling for value as well.",0
1617,"2 times - Very Bad Customer Service !",0
1618,"The sweet potato fries were very good and seasoned well.",1
1619,"Today is the second time I've been to their lunch buffet and it was pretty good.",1
1620,"There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.",0
1621,"Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.",0
1622,"walked in and the place smelled like an old grease trap and only 2 others there eating.",0
1623,"The turkey and roast beef were bland.",0
1624,"This place has it!",1
1625,"The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.",0
1626,"I love the Pho and the spring rolls oh so yummy you have to try.",1
1627,"The poor batter to meat ratio made the chicken tenders very unsatisfying.",0
1628,"All I have to say is the food was amazing!!!",1
1629,"Omelets are to die for!",1
1630,"Everything was fresh and delicious!",1
1631,"In summary, this was a largely disappointing dining experience.",0
1632,"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",1
1633,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0
1634,"Best breakfast buffet!!!",1
1635,"say bye bye to your tip lady!",0
1636,"We'll never go again.",0
1637,"Will be back again!",1
1638,"Food arrived quickly!",1
1639,"It was not good.",0
1640,"On the up side, their cafe serves really good food.",1
1641,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1
1642,"The only good thing was our waiter, he was very helpful and kept the bloody mary's coming.",1
1643,"Best Buffet in town, for the price you cannot beat it.",1
1644,"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1
1645,"This is one of the better buffets that I have been to.",1
1646,"So we went to Tigerlily and had a fantastic afternoon!",1
1647,"The food was delicious, our bartender was attentive and personable AND we got a great deal!",1
1648,"The ambience is wonderful and there is music playing.",1
1649,"Will go back next trip out.",1
1650,"Sooooo good!!",1
1651,"REAL sushi lovers, let's be honest - Yama is not that good.",0
1652,"At least 40min passed in between us ordering and the food arriving, and it wasn't that busy.",0
1653,"This is a really fantastic Thai restaurant which is definitely worth a visit.",1
1654,"Nice, spicy and tender.",1
1655,"Good prices.",1
1656,"Check it out.",1
1657,"It was pretty gross!",0
1658,"I've had better atmosphere.",0
1659,"Kind of hard to mess up a steak but they did.",0
1660,"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.",0
1661,"I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.",0
1662,"Worst service to boot, but that is the least of their worries.",0
1663,"Service was fine and the waitress was friendly.",1
1664,"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",1
1665,"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",1
1666,"Host staff were, for lack of a better word, BITCHES!",0
1667,"Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...",0
1668,"Phenomenal food, service and ambiance.",1
1669,"I wouldn't return.",0
1670,"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",1
1671,"This place is way too overpriced for mediocre food.",0
1672,"Penne vodka excellent!",1
1673,"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.",1
1674,"The management is rude.",0
1675,"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",1
1676,"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",1
1677,"I had a seriously solid breakfast here.",1
1678,"The poor service at the waiter made me feel like I was stupid every time he came to the table.",0
1679,"My first visit to Hiro was a delight!",1
1680,"Service sucks.",0
1681,"The shrimp were tender and moist.",1
